kpi,lokasi,area,nilai
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,REGIONAL 04,reg,92.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,REGIONAL 05,reg,83.13
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,REGIONAL 06,reg,77.19
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,REGIONAL 07,reg,65.79
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,KUDUS,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,MAGELANG,reg,75.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,PEKALONGAN,reg,90.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,PURWOKERTO,reg,66.67
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,SEMARANG,reg,92.31
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,SOLO,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,YOGYAKARTA,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,DENPASAR,reg,86.67
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,JEMBER,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,KEDIRI,reg,50.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,MADIUN,reg,83.33
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,MADURA,reg,85.71
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,MALANG,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,NTB,reg,83.33
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,NTT,reg,83.33
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,PASURUAN,reg,81.82
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,SIDOARJO,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,SINGARAJA,reg,50.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,SURABAYA SELATAN,reg,100.00
ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam,SURABAYA UTARA,reg,75.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 01,reg,94.12
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 02,reg,90.78
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 03,reg,93.02
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 04,reg,96.83
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 05,reg,90.30
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 06,reg,82.42
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,REGIONAL 07,reg,66.67
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,KUDUS,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,MAGELANG,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,PEKALONGAN,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,PURWOKERTO,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,SEMARANG,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,SOLO,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,YOGYAKARTA,reg,77.78
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,DENPASAR,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,JEMBER,reg,85.71
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,KEDIRI,reg,80.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,MADIUN,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,MADURA,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,MALANG,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,NTB,reg,89.47
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,NTT,reg,87.50
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,PASURUAN,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,SIDOARJO,reg,100.00
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,SINGARAJA,reg,77.78
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,SURABAYA SELATAN,reg,88.89
ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam,SURABAYA UTARA,reg,83.33
ASR-ENT-TTR Compliance WiFi,REGIONAL 01,reg,96.30000305175781
ASR-ENT-TTR Compliance WiFi,REGIONAL 02,reg,98.77999877929688
ASR-ENT-TTR Compliance WiFi,REGIONAL 03,reg,98.7300033569336
ASR-ENT-TTR Compliance WiFi,REGIONAL 04,reg,97.26000213623047
ASR-ENT-TTR Compliance WiFi,REGIONAL 05,reg,94.29000091552734
ASR-ENT-TTR Compliance WiFi,REGIONAL 06,reg,81.81999969482422
ASR-ENT-TTR Compliance WiFi,REGIONAL 07,reg,82.41000366210938
ASR-ENT-TTR Compliance WiFi,KUDUS,reg,100
ASR-ENT-TTR Compliance WiFi,MAGELANG,reg,100
ASR-ENT-TTR Compliance WiFi,PEKALONGAN,reg,100
ASR-ENT-TTR Compliance WiFi,PURWOKERTO,reg,100
ASR-ENT-TTR Compliance WiFi,SEMARANG,reg,97.05999755859375
ASR-ENT-TTR Compliance WiFi,SOLO,reg,91.66999816894531
ASR-ENT-TTR Compliance WiFi,YOGYAKARTA,reg,96.43000030517578
ASR-ENT-TTR Compliance WiFi,DENPASAR,reg,77.77999877929688
ASR-ENT-TTR Compliance WiFi,JEMBER,reg,100
ASR-ENT-TTR Compliance WiFi,KEDIRI,,
ASR-ENT-TTR Compliance WiFi,MADIUN,reg,100
ASR-ENT-TTR Compliance WiFi,MADURA,reg,100
ASR-ENT-TTR Compliance WiFi,MALANG,reg,100
ASR-ENT-TTR Compliance WiFi,NTB,reg,88.23999786376953
ASR-ENT-TTR Compliance WiFi,NTT,reg,94.73999786376953
ASR-ENT-TTR Compliance WiFi,PASURUAN,reg,100
ASR-ENT-TTR Compliance WiFi,SIDOARJO,reg,100
ASR-ENT-TTR Compliance WiFi,SINGARAJA,reg,100
ASR-ENT-TTR Compliance WiFi,SURABAYA SELATAN,reg,100
ASR-ENT-TTR Compliance WiFi,SURABAYA UTARA,reg,93.33000183105469
ASR-WHF-Assurance Guarantee,REGIONAL 01,reg,91.31999969482422
ASR-WHF-Assurance Guarantee,REGIONAL 02,reg,94.11000061035156
ASR-WHF-Assurance Guarantee,REGIONAL 03,reg,94.12000274658203
ASR-WHF-Assurance Guarantee,REGIONAL 04,reg,94.01000213623047
ASR-WHF-Assurance Guarantee,REGIONAL 05,reg,92.43000030517578
ASR-WHF-Assurance Guarantee,REGIONAL 06,reg,94.47000122070312
ASR-WHF-Assurance Guarantee,REGIONAL 07,reg,91.4800033569336
ASR-WHF-Assurance Guarantee,KUDUS,reg,93.44999694824219
ASR-WHF-Assurance Guarantee,MAGELANG,reg,92.37000274658203
ASR-WHF-Assurance Guarantee,PEKALONGAN,reg,95.2699966430664
ASR-WHF-Assurance Guarantee,PURWOKERTO,reg,94.0199966430664
ASR-WHF-Assurance Guarantee,SEMARANG,reg,93.0199966430664
ASR-WHF-Assurance Guarantee,SOLO,reg,95.19000244140625
ASR-WHF-Assurance Guarantee,YOGYAKARTA,reg,94.66999816894531
ASR-WHF-Assurance Guarantee,DENPASAR,reg,93.19999694824219
ASR-WHF-Assurance Guarantee,JEMBER,reg,97.12000274658203
ASR-WHF-Assurance Guarantee,KEDIRI,reg,94.76000213623047
ASR-WHF-Assurance Guarantee,MADIUN,reg,94.5
ASR-WHF-Assurance Guarantee,MADURA,reg,88.27999877929688
ASR-WHF-Assurance Guarantee,MALANG,reg,95.4000015258789
ASR-WHF-Assurance Guarantee,NTB,reg,88.12999725341797
ASR-WHF-Assurance Guarantee,NTT,reg,86.66999816894531
ASR-WHF-Assurance Guarantee,PASURUAN,reg,96.30000305175781
ASR-WHF-Assurance Guarantee,SIDOARJO,reg,94.20999908447266
ASR-WHF-Assurance Guarantee,SINGARAJA,reg,92.55999755859375
ASR-WHF-Assurance Guarantee,SURABAYA SELATAN,reg,94.12999725341797
ASR-WHF-Assurance Guarantee,SURABAYA UTARA,reg,93.36000061035156
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 01,reg,96.2300033569336
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 02,reg,97.41000366210938
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 03,reg,100
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 04,reg,96.97000122070312
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 05,reg,100
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 06,reg,98.72000122070312
ASR-WHF-TTR Comply 3H (D,V),REGIONAL 07,reg,84.44000244140625
ASR-WHF-TTR Comply 3H (D,V),KUDUS,reg,100
ASR-WHF-TTR Comply 3H (D,V),MAGELANG,reg,100
ASR-WHF-TTR Comply 3H (D,V),PEKALONGAN,reg,100
ASR-WHF-TTR Comply 3H (D,V),PURWOKERTO,reg,100
ASR-WHF-TTR Comply 3H (D,V),SEMARANG,reg,100
ASR-WHF-TTR Comply 3H (D,V),SOLO,reg,93.33000183105469
ASR-WHF-TTR Comply 3H (D,V),YOGYAKARTA,reg,100
ASR-WHF-TTR Comply 3H (D,V),DENPASAR,reg,100
ASR-WHF-TTR Comply 3H (D,V),JEMBER,reg,100
ASR-WHF-TTR Comply 3H (D,V),KEDIRI,reg,100
ASR-WHF-TTR Comply 3H (D,V),MADIUN,reg,100
ASR-WHF-TTR Comply 3H (D,V),MADURA,reg,100
ASR-WHF-TTR Comply 3H (D,V),MALANG,reg,100
ASR-WHF-TTR Comply 3H (D,V),NTB,reg,100
ASR-WHF-TTR Comply 3H (D,V),NTT,reg,100
ASR-WHF-TTR Comply 3H (D,V),PASURUAN,reg,100
ASR-WHF-TTR Comply 3H (D,V),SIDOARJO,reg,100
ASR-WHF-TTR Comply 3H (D,V),SINGARAJA,reg,100
ASR-WHF-TTR Comply 3H (D,V),SURABAYA SELATAN,reg,100
ASR-WHF-TTR Comply 3H (D,V),SURABAYA UTARA,reg,100
ASR-WHF-TTR Comply 6H (P),REGIONAL 01,reg,97.86000061035156
ASR-WHF-TTR Comply 6H (P),REGIONAL 02,reg,98.62999725341797
ASR-WHF-TTR Comply 6H (P),REGIONAL 03,reg,99.26000213623047
ASR-WHF-TTR Comply 6H (P),REGIONAL 04,reg,100
ASR-WHF-TTR Comply 6H (P),REGIONAL 05,reg,95.7699966430664
ASR-WHF-TTR Comply 6H (P),REGIONAL 06,reg,97.83000183105469
ASR-WHF-TTR Comply 6H (P),REGIONAL 07,reg,82.91000366210938
ASR-WHF-TTR Comply 6H (P),KUDUS,reg,100
ASR-WHF-TTR Comply 6H (P),MAGELANG,reg,100
ASR-WHF-TTR Comply 6H (P),PEKALONGAN,reg,100
ASR-WHF-TTR Comply 6H (P),PURWOKERTO,reg,100
ASR-WHF-TTR Comply 6H (P),SEMARANG,reg,100
ASR-WHF-TTR Comply 6H (P),SOLO,reg,100
ASR-WHF-TTR Comply 6H (P),YOGYAKARTA,reg,100
ASR-WHF-TTR Comply 6H (P),DENPASAR,reg,88.30000305175781
ASR-WHF-TTR Comply 6H (P),JEMBER,reg,100
ASR-WHF-TTR Comply 6H (P),KEDIRI,reg,100
ASR-WHF-TTR Comply 6H (P),MADIUN,reg,100
ASR-WHF-TTR Comply 6H (P),MADURA,reg,94.73999786376953
ASR-WHF-TTR Comply 6H (P),MALANG,reg,100
ASR-WHF-TTR Comply 6H (P),NTB,reg,97.87000274658203
ASR-WHF-TTR Comply 6H (P),NTT,reg,93.80999755859375
ASR-WHF-TTR Comply 6H (P),PASURUAN,reg,100
ASR-WHF-TTR Comply 6H (P),SIDOARJO,reg,100
ASR-WHF-TTR Comply 6H (P),SINGARAJA,reg,96.87999725341797
ASR-WHF-TTR Comply 6H (P),SURABAYA SELATAN,reg,100
ASR-WHF-TTR Comply 6H (P),SURABAYA UTARA,reg,95.91999816894531
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 01,reg,98.72000122070312
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 02,reg,99.6500015258789
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 03,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 04,reg,99.87999725341797
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 05,reg,99.44000244140625
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 06,reg,99.51000213623047
ASR-WHF-TTR Comply 36H (Non HVC),REGIONAL 07,reg,94.63999938964844
ASR-WHF-TTR Comply 36H (Non HVC),KUDUS,reg,99.69000244140625
ASR-WHF-TTR Comply 36H (Non HVC),MAGELANG,reg,99.87000274658203
ASR-WHF-TTR Comply 36H (Non HVC),PEKALONGAN,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),PURWOKERTO,reg,99.77999877929688
ASR-WHF-TTR Comply 36H (Non HVC),SEMARANG,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),SOLO,reg,99.88999938964844
ASR-WHF-TTR Comply 36H (Non HVC),YOGYAKARTA,reg,99.83000183105469
ASR-WHF-TTR Comply 36H (Non HVC),DENPASAR,reg,98.73999786376953
ASR-WHF-TTR Comply 36H (Non HVC),JEMBER,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),KEDIRI,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),MADIUN,reg,99.8499984741211
ASR-WHF-TTR Comply 36H (Non HVC),MADURA,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),MALANG,reg,99.83999633789062
ASR-WHF-TTR Comply 36H (Non HVC),NTB,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),NTT,reg,97.02999877929688
ASR-WHF-TTR Comply 36H (Non HVC),PASURUAN,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),SIDOARJO,reg,100
ASR-WHF-TTR Comply 36H (Non HVC),SINGARAJA,reg,98.47000122070312
ASR-WHF-TTR Comply 36H (Non HVC),SURABAYA SELATAN,reg,99.87999725341797
ASR-WHF-TTR Comply 36H (Non HVC),SURABAYA UTARA,reg,99.93000030517578
ASR-WHF-TTR Comply 3H Manja,REGIONAL 01,reg,98.06999969482422
ASR-WHF-TTR Comply 3H Manja,REGIONAL 02,reg,98.0199966430664
ASR-WHF-TTR Comply 3H Manja,REGIONAL 03,reg,99.38999938964844
ASR-WHF-TTR Comply 3H Manja,REGIONAL 04,reg,99.11000061035156
ASR-WHF-TTR Comply 3H Manja,REGIONAL 05,reg,97.61000061035156
ASR-WHF-TTR Comply 3H Manja,REGIONAL 06,reg,97.20999908447266
ASR-WHF-TTR Comply 3H Manja,REGIONAL 07,reg,96.41999816894531
ASR-WHF-TTR Comply 3H Manja,KUDUS,reg,96.31999969482422
ASR-WHF-TTR Comply 3H Manja,MAGELANG,reg,100
ASR-WHF-TTR Comply 3H Manja,PEKALONGAN,reg,100
ASR-WHF-TTR Comply 3H Manja,PURWOKERTO,reg,100
ASR-WHF-TTR Comply 3H Manja,SEMARANG,reg,99.58000183105469
ASR-WHF-TTR Comply 3H Manja,SOLO,reg,100
ASR-WHF-TTR Comply 3H Manja,YOGYAKARTA,reg,100
ASR-WHF-TTR Comply 3H Manja,DENPASAR,reg,85.70999908447266
ASR-WHF-TTR Comply 3H Manja,JEMBER,reg,100
ASR-WHF-TTR Comply 3H Manja,KEDIRI,reg,100
ASR-WHF-TTR Comply 3H Manja,MADIUN,reg,97.33000183105469
ASR-WHF-TTR Comply 3H Manja,MADURA,reg,100
ASR-WHF-TTR Comply 3H Manja,MALANG,reg,97.7300033569336
ASR-WHF-TTR Comply 3H Manja,NTB,reg,98.66999816894531
ASR-WHF-TTR Comply 3H Manja,NTT,reg,83.51000213623047
ASR-WHF-TTR Comply 3H Manja,PASURUAN,reg,100
ASR-WHF-TTR Comply 3H Manja,SIDOARJO,reg,100
ASR-WHF-TTR Comply 3H Manja,SINGARAJA,reg,100
ASR-WHF-TTR Comply 3H Manja,SURABAYA SELATAN,reg,98.7300033569336
ASR-WHF-TTR Comply 3H Manja,SURABAYA UTARA,reg,98.80999755859375
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 01,reg,71.4000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 02,reg,65
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 03,reg,66
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 04,reg,71.19999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 05,reg,59.599998474121094
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 06,reg,68.69999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,REGIONAL 07,reg,38.29999923706055
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,KUDUS,reg,67
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,MAGELANG,reg,90.30000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,PEKALONGAN,reg,63.29999923706055
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,PURWOKERTO,reg,68.19999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,SEMARANG,reg,75.80000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,SOLO,reg,77.9000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,YOGYAKARTA,reg,61
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,DENPASAR,reg,47.099998474121094
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,JEMBER,reg,91.69999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,KEDIRI,reg,61.099998474121094
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,MADIUN,reg,74.19999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,MADURA,reg,69.4000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,MALANG,reg,91.30000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,NTB,reg,70.5999984741211
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,NTT,reg,50
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,PASURUAN,reg,93.30000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,SIDOARJO,reg,81
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,SINGARAJA,reg,31.100000381469727
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,SURABAYA SELATAN,reg,80.69999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam,SURABAYA UTARA,reg,50
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 01,reg,97.9000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 02,reg,95.4000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 03,reg,97.80000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 04,reg,96.5
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 05,reg,93.80000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 06,reg,94.5999984741211
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,REGIONAL 07,reg,79.0999984741211
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,KUDUS,reg,93.4000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,MAGELANG,reg,100
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,PEKALONGAN,reg,95.30000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,PURWOKERTO,reg,97.69999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,SEMARANG,reg,97.4000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,SOLO,reg,98.19999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,YOGYAKARTA,reg,94.9000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,DENPASAR,reg,89.80000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,JEMBER,reg,100
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,KEDIRI,reg,100
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,MADIUN,reg,98.4000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,MADURA,reg,97.19999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,MALANG,reg,97.80000305175781
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,NTB,reg,98.5999984741211
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,NTT,reg,82.69999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,PASURUAN,reg,100
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,SIDOARJO,reg,99.0999984741211
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,SINGARAJA,reg,84.9000015258789
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,SURABAYA SELATAN,reg,98.19999694824219
ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam,SURABAYA UTARA,reg,96.69999694824219
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 01,reg,87.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 02,reg,81.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 03,reg,86.80000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 04,reg,84.9000015258789
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 05,reg,73.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 06,reg,84.5
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,REGIONAL 07,reg,53.900001525878906
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,KUDUS,reg,77.80000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,MAGELANG,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,PEKALONGAN,reg,78.5999984741211
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,PURWOKERTO,reg,65
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,SEMARANG,reg,92
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,SOLO,reg,95.69999694824219
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,YOGYAKARTA,reg,69.0999984741211
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,DENPASAR,reg,60.5
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,JEMBER,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,KEDIRI,reg,75
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,MADIUN,reg,94.4000015258789
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,MADURA,reg,83.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,MALANG,reg,95.19999694824219
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,NTB,reg,85.69999694824219
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,NTT,reg,55.599998474121094
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,PASURUAN,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,SIDOARJO,reg,85
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,SINGARAJA,reg,26.700000762939453
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,SURABAYA SELATAN,reg,96.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam,SURABAYA UTARA,reg,71.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 01,reg,98.0999984741211
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 02,reg,96.80000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 03,reg,96.5
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 04,reg,98.4000015258789
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 05,reg,97.5999984741211
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 06,reg,97.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,REGIONAL 07,reg,91
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,KUDUS,reg,96.30000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,MAGELANG,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,PEKALONGAN,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,PURWOKERTO,reg,95
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,SEMARANG,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,SOLO,reg,97.80000305175781
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,YOGYAKARTA,reg,96.4000015258789
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,DENPASAR,reg,96.5
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,JEMBER,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,KEDIRI,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,MADIUN,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,MADURA,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,MALANG,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,NTB,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,NTT,reg,94.4000015258789
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,PASURUAN,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,SIDOARJO,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,SINGARAJA,reg,86.69999694824219
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,SURABAYA SELATAN,reg,100
ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam,SURABAYA UTARA,reg,98.80000305175781
ASR-ENT-MTTR DWDM,REGIONAL 01,reg,-
ASR-ENT-MTTR DWDM,REGIONAL 02,reg,2.75
ASR-ENT-MTTR DWDM,REGIONAL 03,reg,-
ASR-ENT-MTTR DWDM,REGIONAL 04,reg,-
ASR-ENT-MTTR DWDM,REGIONAL 05,reg,3.98
